Organism_name	CAI	Host	CodonSum
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584685.1	0.707297231252142	Panthera_pardus.PanPar1.0	658
Norovirus GII :Norwalk virus:ssRNA(+):Homo sapiens:GCF_004193815.1	0.724134761523865	Panthera_pardus.PanPar1.0	2502
Feline calicivirus :Feline calicivirus:ssRNA(+)::GCF_008767155.1	0.698770971788575	Panthera_pardus.PanPar1.0	2434
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584495.1	0.710186126842644	Panthera_pardus.PanPar1.0	656
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584575.1	0.720031456997244	Panthera_pardus.PanPar1.0	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584735.1	0.700653576367021	Panthera_pardus.PanPar1.0	604
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584465.1	0.689300744544727	Panthera_pardus.PanPar1.0	638
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003656345.1	0.697759865688419	Panthera_pardus.PanPar1.0	738
Middelburg virus :Middelburg virus:ssRNA(+):Aedes vittatus:GCF_000921735.1	0.668709519761464	Panthera_pardus.PanPar1.0	3668
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584505.1	0.682232748456551	Panthera_pardus.PanPar1.0	628
Feline immunodeficiency virus :Feline immunodeficiency virus:ssRNA-RT:Feliformia:GCF_000854865.1	0.617090213458642	Panthera_pardus.PanPar1.0	1703
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846485.1	0.669985303390218	Panthera_pardus.PanPar1.0	975
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Metazoa:GCF_018584545.1	0.707403861821146	Panthera_pardus.PanPar1.0	611
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584455.1	0.719732711370522	Panthera_pardus.PanPar1.0	651
Panthera leo polyomavirus 1 :Betapolyomavirus pantherae:dsDNA:Panthera leo:GCF_004132905.1	0.694141761934575	Panthera_pardus.PanPar1.0	3214
Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1	0.691122475189132	Panthera_pardus.PanPar1.0	3615
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584515.1	0.734587049923302	Panthera_pardus.PanPar1.0	555
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584635.1	0.716225265234937	Panthera_pardus.PanPar1.0	670
Parainfluenza virus 5 :Orthorubulavirus mammalis:ssRNA(-)::GCF_000854805.1	0.656415510030037	Panthera_pardus.PanPar1.0	4893
Cowpox virus :Cowpox virus:dsDNA::GCF_000839185.1	0.632750319229787	Panthera_pardus.PanPar1.0	69582
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584295.1	0.725849218411386	Panthera_pardus.PanPar1.0	647
Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Anatidae:GCF_000864105.1	0.697341066088078	Panthera_pardus.PanPar1.0	4809
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584305.1	0.698490114458394	Panthera_pardus.PanPar1.0	617
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584655.1	0.74567241864323	Panthera_pardus.PanPar1.0	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Oncorhynchus mykiss:GCF_018584625.1	0.752214793936844	Panthera_pardus.PanPar1.0	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584485.1	0.697903820321424	Panthera_pardus.PanPar1.0	646
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584555.1	0.727166052465558	Panthera_pardus.PanPar1.0	639
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584725.1	0.720305709935825	Panthera_pardus.PanPar1.0	633
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584415.1	0.709836874192095	Panthera_pardus.PanPar1.0	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584705.1	0.722668155371473	Panthera_pardus.PanPar1.0	641
Norovirus GII :Norwalk virus:ssRNA(+):Homo sapiens:GCF_008711635.1	0.718158692366018	Panthera_pardus.PanPar1.0	2492
Suid alphaherpesvirus 1 :Varicellovirus suidalpha1:dsDNA:Sus scrofa:GCF_000843825.1	0.669487601027271	Panthera_pardus.PanPar1.0	35538
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584335.1	0.694294276105369	Panthera_pardus.PanPar1.0	624
Feline leukemia virus :Feline leukemia virus:ssRNA-RT::GCF_000850105.1	0.658371840304352	Panthera_pardus.PanPar1.0	2427
Severe acute respiratory syndrome coronavirus 2 :Severe acute respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_009858895.2	0.668605735203954	Panthera_pardus.PanPar1.0	9744
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584675.1	0.695065241912298	Panthera_pardus.PanPar1.0	631
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584745.1	0.755730104204423	Panthera_pardus.PanPar1.0	567
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584285.1	0.690928476948223	Panthera_pardus.PanPar1.0	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584525.1	0.707293970123985	Panthera_pardus.PanPar1.0	630
Morbillivirus canis :Morbillivirus canis:ssRNA(-)::GCF_000854065.1	0.668368198272962	Panthera_pardus.PanPar1.0	4989
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584325.1	0.690124250216532	Panthera_pardus.PanPar1.0	612
Encephalomyocarditis virus :Cardiovirus A:ssRNA(+)::GCF_000862985.1	0.729737531048474	Panthera_pardus.PanPar1.0	3464
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584715.1	0.727745730590184	Panthera_pardus.PanPar1.0	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846465.1	0.66763998471707	Panthera_pardus.PanPar1.0	822
Norovirus GII :Norwalk virus:ssRNA(+):Homo sapiens:GCF_003638685.1	0.708238933153273	Panthera_pardus.PanPar1.0	2507
Peste des petits ruminants virus :Morbillivirus caprinae:ssRNA(-):Ovis aries:GCF_000866445.1	0.679704426214705	Panthera_pardus.PanPar1.0	4884
Suid alphaherpesvirus 1 :Varicellovirus suidalpha1:dsDNA:Sus scrofa:GCF_008791805.1	0.669704207458505	Panthera_pardus.PanPar1.0	35535
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1	0.716387032438153	Panthera_pardus.PanPar1.0	7181
Rotavirus A :Rotavirus A:dsRNA::GCF_000880735.1	0.612622542203909	Panthera_pardus.PanPar1.0	5897
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584665.1	0.687283822601264	Panthera_leo.PanLeo1.0	626
Parvovirinae sp. :Parvovirinae sp.:ssDNA(+/-):Sander lucioperca:GCF_029886545.1	0.712828101827276	Panthera_leo.PanLeo1.0	1358
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	0.711460091883357	Panthera_leo.PanLeo1.0	4621
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584565.1	0.717955326351858	Panthera_leo.PanLeo1.0	620
Feline morbillivirus :Morbillivirus felis:ssRNA(-):Felis catus:GCF_002815235.1	0.612151230060013	Panthera_leo.PanLeo1.0	4857
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584615.1	0.71954695009241	Panthera_leo.PanLeo1.0	640
Feline calicivirus :Feline calicivirus:ssRNA(+)::GCF_000853345.1	0.68881366837395	Panthera_leo.PanLeo1.0	2537
Felid alphaherpesvirus 1 :Varicellovirus felidalpha1:dsDNA::GCF_000885455.1	0.617802351516093	Panthera_leo.PanLeo1.0	39558
Genomoviridae sp. :Genomoviridae sp.:ssDNA:unidentified:GCF_018591265.1	0.703095772510599	Panthera_leo.PanLeo1.0	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584435.1	0.717582963338032	Panthera_leo.PanLeo1.0	653
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584595.1	0.711833362228481	Panthera_leo.PanLeo1.0	632
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584445.1	0.700389523108064	Panthera_leo.PanLeo1.0	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584535.1	0.717306577593571	Panthera_leo.PanLeo1.0	622
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584685.1	0.703924277618368	Panthera_leo.PanLeo1.0	658
Norovirus GII :Norwalk virus:ssRNA(+):Homo sapiens:GCF_004193815.1	0.710880475001879	Panthera_leo.PanLeo1.0	2502
Feline calicivirus :Feline calicivirus:ssRNA(+)::GCF_008767155.1	0.686801262249055	Panthera_leo.PanLeo1.0	2434
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584495.1	0.707257993558533	Panthera_leo.PanLeo1.0	656
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584575.1	0.714629806974081	Panthera_leo.PanLeo1.0	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584735.1	0.697368569546042	Panthera_leo.PanLeo1.0	604
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584465.1	0.686874542067788	Panthera_leo.PanLeo1.0	638
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003656345.1	0.693214173160222	Panthera_leo.PanLeo1.0	738
Middelburg virus :Middelburg virus:ssRNA(+):Aedes vittatus:GCF_000921735.1	0.666613251855299	Panthera_leo.PanLeo1.0	3668
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584505.1	0.681049691400709	Panthera_leo.PanLeo1.0	628
Feline immunodeficiency virus :Feline immunodeficiency virus:ssRNA-RT:Feliformia:GCF_000854865.1	0.59651819203163	Panthera_leo.PanLeo1.0	1703
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846485.1	0.668692398016714	Panthera_leo.PanLeo1.0	975
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Metazoa:GCF_018584545.1	0.710589668427712	Panthera_leo.PanLeo1.0	611
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584455.1	0.713473648723295	Panthera_leo.PanLeo1.0	651
Panthera leo polyomavirus 1 :Betapolyomavirus pantherae:dsDNA:Panthera leo:GCF_004132905.1	0.678107902948919	Panthera_leo.PanLeo1.0	3214
Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1	0.677483733053779	Panthera_leo.PanLeo1.0	3615
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584515.1	0.729365491904165	Panthera_leo.PanLeo1.0	555
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584635.1	0.716609586424301	Panthera_leo.PanLeo1.0	670
Parainfluenza virus 5 :Orthorubulavirus mammalis:ssRNA(-)::GCF_000854805.1	0.641030725595044	Panthera_leo.PanLeo1.0	4893
Cowpox virus :Cowpox virus:dsDNA::GCF_000839185.1	0.61860141386389	Panthera_leo.PanLeo1.0	69582
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584295.1	0.723998043711922	Panthera_leo.PanLeo1.0	647
Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Anatidae:GCF_000864105.1	0.684578984086022	Panthera_leo.PanLeo1.0	4809
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584305.1	0.694433755056862	Panthera_leo.PanLeo1.0	617
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584655.1	0.744439924786079	Panthera_leo.PanLeo1.0	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Oncorhynchus mykiss:GCF_018584625.1	0.749564149223333	Panthera_leo.PanLeo1.0	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584485.1	0.690124844748019	Panthera_leo.PanLeo1.0	646
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584555.1	0.719098189082822	Panthera_leo.PanLeo1.0	639
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584725.1	0.722136505320128	Panthera_leo.PanLeo1.0	633
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584415.1	0.706725555398093	Panthera_leo.PanLeo1.0	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584705.1	0.714188358892699	Panthera_leo.PanLeo1.0	641
Norovirus GII :Norwalk virus:ssRNA(+):Homo sapiens:GCF_008711635.1	0.703066433185634	Panthera_leo.PanLeo1.0	2492
Suid alphaherpesvirus 1 :Varicellovirus suidalpha1:dsDNA:Sus scrofa:GCF_000843825.1	0.686281819968699	Panthera_leo.PanLeo1.0	35538
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584335.1	0.691828572838604	Panthera_leo.PanLeo1.0	624
Feline leukemia virus :Feline leukemia virus:ssRNA-RT::GCF_000850105.1	0.648538404219468	Panthera_leo.PanLeo1.0	2427
Severe acute respiratory syndrome coronavirus 2 :Severe acute respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_009858895.2	0.651769306670495	Panthera_leo.PanLeo1.0	9744
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584675.1	0.690962921614958	Panthera_leo.PanLeo1.0	631
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584745.1	0.754862555164575	Panthera_leo.PanLeo1.0	567
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584285.1	0.687318527090137	Panthera_leo.PanLeo1.0	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584525.1	0.70549051423369	Panthera_leo.PanLeo1.0	630
Morbillivirus canis :Morbillivirus canis:ssRNA(-)::GCF_000854065.1	0.653829553312462	Panthera_leo.PanLeo1.0	4989
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584325.1	0.687786640705437	Panthera_leo.PanLeo1.0	612
Encephalomyocarditis virus :Cardiovirus A:ssRNA(+)::GCF_000862985.1	0.718630900654686	Panthera_leo.PanLeo1.0	3464
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584715.1	0.72874535629974	Panthera_leo.PanLeo1.0	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846465.1	0.666368568610065	Panthera_leo.PanLeo1.0	822
Norovirus GII :Norwalk virus:ssRNA(+):Homo sapiens:GCF_003638685.1	0.694726491009624	Panthera_leo.PanLeo1.0	2507
Peste des petits ruminants virus :Morbillivirus caprinae:ssRNA(-):Ovis aries:GCF_000866445.1	0.667195483144021	Panthera_leo.PanLeo1.0	4884
Suid alphaherpesvirus 1 :Varicellovirus suidalpha1:dsDNA:Sus scrofa:GCF_008791805.1	0.686438562562582	Panthera_leo.PanLeo1.0	35535
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1	0.708116369060153	Panthera_leo.PanLeo1.0	7181
Rotavirus A :Rotavirus A:dsRNA::GCF_000880735.1	0.594855263076749	Panthera_leo.PanLeo1.0	5897
Rabbit vesivirus :Rabbit vesivirus:ssRNA(+):Oryctolagus cuniculus:GCF_000867805.1	0.60058174013634	Oryctolagus_cuniculus.OryCun2.0	2695
Hepatitis E virus :Hepatitis E virus:ssRNA(+)::GCF_000861105.1	0.633392667592471	Oryctolagus_cuniculus.OryCun2.0	2467
Borna disease virus 1 :Orthobornavirus bornaense:ssRNA(-):Equus:GCF_002366305.1	0.5628157726117	Oryctolagus_cuniculus.OryCun2.0	2911
Kappapapillomavirus 2 :Kappapapillomavirus 2:dsDNA::GCF_000837085.1	0.548643535649887	Oryctolagus_cuniculus.OryCun2.0	2895
Leporid alphaherpesvirus 4 :Simplexvirus leporidalpha4:dsDNA:Oryctolagus cuniculus:GCF_001579315.1	0.640263213766545	Oryctolagus_cuniculus.OryCun2.0	31961
Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+)::GCF_002826225.1	0.635662988925123	Oryctolagus_cuniculus.OryCun2.0	2476
Eimeria stiedai RNA virus 1 :Eimeria stiedai RNA virus 1:dsRNA:Eimeria stiedai:GCF_004129715.1	0.601734058545382	Oryctolagus_cuniculus.OryCun2.0	1899
Classical swine fever virus :Pestivirus suis:ssRNA(+)::GCF_000864685.1	0.558964391092373	Oryctolagus_cuniculus.OryCun2.0	3898
Avian hepatitis E virus :Avihepevirus magniiecur:ssRNA(+)::GCF_000915995.1	0.582817817989634	Oryctolagus_cuniculus.OryCun2.0	2224
Alphacoronavirus sp. :Alphacoronavirus sp.:ssRNA(+)::GCF_023124405.1	0.546349090215204	Oryctolagus_cuniculus.OryCun2.0	2262
Rabbit fibroma virus :Rabbit fibroma virus:dsDNA::GCF_000847965.1	0.500875056101964	Oryctolagus_cuniculus.OryCun2.0	49941
Alphacoronavirus sp. :Alphacoronavirus sp.:ssRNA(+)::GCF_023124385.1	0.533787894486978	Oryctolagus_cuniculus.OryCun2.0	2258
Bocaparvovirus lagomorph1 :Bocaparvovirus lagomorph1:ssDNA(+/-):Oryctolagus cuniculus:GCF_001501395.1	0.604460103415601	Oryctolagus_cuniculus.OryCun2.0	928
Rabbit coronavirus HKU14 :Rabbit coronavirus HKU14:ssRNA(+):Oryctolagus cuniculus:GCF_000896935.1	0.509976002603992	Oryctolagus_cuniculus.OryCun2.0	10028
Rabbit astrovirus TN/2208/2010 :Rabbit astrovirus TN/2208/2010:ssRNA(+):Oryctolagus cuniculus:GCF_000926475.1	0.611106151451925	Oryctolagus_cuniculus.OryCun2.0	1919
Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+):Egretta garzetta:GCF_023120345.1	0.551593056256425	Oryctolagus_cuniculus.OryCun2.0	2222
Faeces associated gemycircularvirus 11 :Gemykroznavirus rabas1:ssDNA:Oryctolagus cuniculus:GCF_000929835.1	0.603218906654795	Oryctolagus_cuniculus.OryCun2.0	645
Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+):Alces alces:GCF_023120075.1	0.606520932952889	Oryctolagus_cuniculus.OryCun2.0	2381
Human alphaherpesvirus 1 :Simplexvirus humanalpha1:dsDNA::GCF_000859985.2	0.688086445939135	Oryctolagus_cuniculus.OryCun2.0	41019
Rabbit hemorrhagic disease virus :Rabbit hemorrhagic disease virus:ssRNA(+)::GCF_000861285.1	0.604156806211775	Oryctolagus_cuniculus.OryCun2.0	2461
Morbillivirus canis :Morbillivirus canis:ssRNA(-)::GCF_000854065.1	0.533651042892873	Oryctolagus_cuniculus.OryCun2.0	4989
Rabbit calicivirus Australia 1 MIC-07 :Rabbit calicivirus Australia 1 MIC-07:ssRNA(+):Oryctolagus cuniculus:GCF_000882575.1	0.584260744145265	Oryctolagus_cuniculus.OryCun2.0	2457
Alphacoronavirus sp. :Alphacoronavirus sp.:ssRNA(+)::GCF_023124395.1	0.559249767149083	Oryctolagus_cuniculus.OryCun2.0	8761
Myxoma virus :Myxoma virus:dsDNA::GCF_000843685.1	0.523872670312471	Oryctolagus_cuniculus.OryCun2.0	51790
Rotavirus A :Rotavirus A:dsRNA::GCF_000880735.1	0.451014396856072	Oryctolagus_cuniculus.OryCun2.0	5897
Influenza A virus (A/Puerto Rico/8/1934(H1N1)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000865725.1	0.582190370050002	Meleagris_gallopavo.Turkey_5.1	4789
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	0.638431776366758	Meleagris_gallopavo.Turkey_5.1	4621
Meleagrid alphaherpesvirus 1 :Mardivirus meleagridalpha1:dsDNA:Meleagris gallopavo:GCF_000839725.1	0.539640345734864	Meleagris_gallopavo.Turkey_5.1	42388
Turkey calicivirus :Nacovirus A:ssRNA(+):Meleagris gallopavo:GCF_004786995.1	0.632006670214122	Meleagris_gallopavo.Turkey_5.1	2511
gallivirus A1 :Gallivirus A:ssRNA(+):Gallus gallus:GCF_000924095.1	0.658635699372187	Meleagris_gallopavo.Turkey_5.1	2490
Infectious bronchitis virus :Avian coronavirus:ssRNA(+):Gallus gallus:GCF_012271575.1	0.540912880490857	Meleagris_gallopavo.Turkey_5.1	8795
Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1	0.556914203957305	Meleagris_gallopavo.Turkey_5.1	4289
Western equine encephalitis virus :Western equine encephalitis virus:ssRNA(+)::GCF_000850885.1	0.608015626727706	Meleagris_gallopavo.Turkey_5.1	4514
Influenza A virus (A/Hong Kong/1073/99(H9N2)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000851145.1	0.580422859012515	Meleagris_gallopavo.Turkey_5.1	4458
Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1	0.575322541381928	Meleagris_gallopavo.Turkey_5.1	4583
Turkey hepatitis virus 2993D :Melegrivirus A:ssRNA(+):Meleagris gallopavo:GCF_000906415.1	0.645788359888627	Meleagris_gallopavo.Turkey_5.1	2813
Turkey adenovirus 1 :Turkey aviadenovirus B:dsDNA:Meleagris gallopavo:GCF_000888635.1	0.70349268169912	Meleagris_gallopavo.Turkey_5.1	13019
gallivirus A1 :Gallivirus A:ssRNA(+):Meleagris gallopavo:GCF_000897475.1	0.647924556302616	Meleagris_gallopavo.Turkey_5.1	2474
Turkey avisivirus :Avisivirus A:ssRNA(+):Meleagris gallopavo:GCF_002816595.1	0.62500433259106	Meleagris_gallopavo.Turkey_5.1	2164
Influenza A virus (A/Korea/426/1968(H2N2)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000866645.1	0.576548162660112	Meleagris_gallopavo.Turkey_5.1	4809
Turkey astrovirus :Turkey astrovirus:ssRNA(+):Meleagris gallopavo:GCF_000857825.1	0.576457988552142	Meleagris_gallopavo.Turkey_5.1	3375
Turkey astrovirus 2 :Avastrovirus 3:ssRNA(+)::GCF_000856205.1	0.576492086883427	Meleagris_gallopavo.Turkey_5.1	3487
Turkey parvovirus 1078 :Aveparvovirus galliform1:ssDNA(+/-)::GCF_000921275.1	0.559625510420535	Meleagris_gallopavo.Turkey_5.1	1383
Influenza A virus (A/Shanghai/02/2013(H7N9)) :Alphainfluenzavirus influenzae:ssRNA(-):Homo sapiens:GCF_000928555.1	0.58551668042805	Meleagris_gallopavo.Turkey_5.1	4783
Western equine encephalitis virus :Western equine encephalitis virus:ssRNA(+):Culex:GCF_002889215.1	0.587970663963574	Meleagris_gallopavo.Turkey_5.1	3690
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1	0.567873737326462	Meleagris_gallopavo.Turkey_5.1	4621
turkey adenovirus 5 :Turkey aviadenovirus D:dsDNA:Meleagris gallopavo:GCF_000913655.1	0.592026122350289	Meleagris_gallopavo.Turkey_5.1	13304
Fowl aviadenovirus D :Fowl aviadenovirus D:dsDNA::GCF_000886795.1	0.61097966175766	Meleagris_gallopavo.Turkey_5.1	10207
Chicken astrovirus :Chicken astrovirus:ssRNA(+)::GCF_000852205.1	0.595104462623688	Meleagris_gallopavo.Turkey_5.1	2195
Gallid alphaherpesvirus 2 :Mardivirus gallidalpha2:dsDNA:Gallus gallus:GCF_000846265.1	0.526019470189669	Meleagris_gallopavo.Turkey_5.1	44305
Melegrivirus A :Melegrivirus A:ssRNA(+):Meleagris gallopavo:GCF_000917935.1	0.651951386212646	Meleagris_gallopavo.Turkey_5.1	2816
Avian orthoreovirus :Avian orthoreovirus:dsRNA:Hypsipetes amaurotis:GCF_003092915.1	0.59498460588112	Meleagris_gallopavo.Turkey_5.1	7615
turkey parvovirus 2 :Chaphamaparvovirus galliform1:ssDNA(+/-):Meleagris gallopavo:GCF_013087235.1	0.53528214794466	Meleagris_gallopavo.Turkey_5.1	862
Gallid alphaherpesvirus 1 :Iltovirus gallidalpha1:dsDNA:Gallus gallus:GCF_008787145.1	0.553940789397126	Meleagris_gallopavo.Turkey_5.1	41888
Fowlpox virus :Fowlpox virus:dsDNA::GCF_000838605.1	0.462982432727037	Meleagris_gallopavo.Turkey_5.1	82299
Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Anatidae:GCF_000864105.1	0.588547401938871	Meleagris_gallopavo.Turkey_5.1	4809
Eastern equine encephalitis virus :Eastern equine encephalitis virus:ssRNA(+)::GCF_000862705.1	0.607711097836207	Meleagris_gallopavo.Turkey_5.1	6445
Turkeypox virus :Turkeypox virus:dsDNA:Meleagris gallopavo:GCF_001431935.1	0.451012632404506	Meleagris_gallopavo.Turkey_5.1	55124
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1	0.556697980867754	Meleagris_gallopavo.Turkey_5.1	4576
Avian orthoreovirus :Avian orthoreovirus:dsRNA::GCF_000891595.1	0.586605774926006	Meleagris_gallopavo.Turkey_5.1	7356
Turkey coronavirus :Avian coronavirus:ssRNA(+):Meleagris gallopavo:GCF_000880055.1	0.537963175823977	Meleagris_gallopavo.Turkey_5.1	8920
Canarypox virus :Canarypox virus:dsDNA::GCF_000841685.1	0.465360061569896	Meleagris_gallopavo.Turkey_5.1	108328
Reticuloendotheliosis virus :Reticuloendotheliosis virus:ssRNA-RT:Gallus gallus:GCF_000858025.1	0.582317580110219	Meleagris_gallopavo.Turkey_5.1	1084
Paraavulavirus wisconsinense :Paraavulavirus wisconsinense:ssRNA(-):Meleagris gallopavo:GCF_000927055.1	0.517740564085449	Meleagris_gallopavo.Turkey_5.1	4533
turkey adenovirus 4 :Turkey aviadenovirus C:dsDNA:Meleagris gallopavo:GCF_000912195.1	0.58469445559186	Meleagris_gallopavo.Turkey_5.1	12730
Gallid alphaherpesvirus 1 :Iltovirus gallidalpha1:dsDNA:Gallus gallus:GCF_000847005.1	0.552532063596275	Meleagris_gallopavo.Turkey_5.1	40784
Fowl aviadenovirus E :Fowl aviadenovirus E:dsDNA:Gallus gallus:GCF_000890555.1	0.654267386717731	Meleagris_gallopavo.Turkey_5.1	12659
Influenza A virus (A/California/07/2009(H1N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Homo sapiens:GCF_001343785.1	0.57173668332969	Meleagris_gallopavo.Turkey_5.1	4681
Fowl aviadenovirus D :Fowl aviadenovirus D:dsDNA::GCF_000844285.1	0.618572163864938	Meleagris_gallopavo.Turkey_5.1	11112
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1	0.637241218816607	Meleagris_gallopavo.Turkey_5.1	7181
Rotavirus A :Rotavirus A:dsRNA::GCF_000880735.1	0.477177504273149	Meleagris_gallopavo.Turkey_5.1	5897
Influenza A virus (A/Puerto Rico/8/1934(H1N1)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000865725.1	0.687583193502688	Canis_lupus_familiarisgsd.UU_Cfam_GSD_1.0	4789
Canine bocavirus 1 :Bocaparvovirus carnivoran2:ssDNA(+/-):Canis lupus familiaris:GCF_000905315.1	0.686286086516127	Canis_lupus_familiarisgsd.UU_Cfam_GSD_1.0	2129
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584665.1	0.688080421685011	Canis_lupus_familiarisgsd.UU_Cfam_GSD_1.0	626
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	0.713002634299577	Canis_lupus_familiarisgsd.UU_Cfam_GSD_1.0	4621
