Class	Species	UMAP1	UMAP2
DNA virus	Tobacco leaf curl Yunnan virus :Tobacco leaf curl Yunnan virus:ssDNA(+/-)::GCF_000860165.1	1.01678423265543	5.47170697209093
RNA virus	Semliki Forest virus :Semliki Forest virus:ssRNA(+)::GCF_000860285.1	0.326106292330409	-1.62220005464177
RNA virus	Grapevine fanleaf virus :Nepovirus foliumflabelli:ssRNA(+)::GCF_000860305.1	-1.45209464287307	2.89490558459073
RNA virus	Cowpea mosaic virus :Comovirus vignae:ssRNA(+)::GCF_000860385.1	-1.82059064029497	2.34222261665345
RNA virus	Beet ringspot virus :Nepovirus betae:ssRNA(+)::GCF_000860405.1	-0.310186826006547	2.05124096530186
RNA virus	Red clover mottle virus :Comovirus trifolii:ssRNA(+)::GCF_000860425.1	-3.20475279325527	1.63089567911157
RNA virus	Pea seed-borne mosaic virus :Pea seed-borne mosaic virus:ssRNA(+)::GCF_000860445.1	-3.96395577479961	2.2456056339101
RNA virus	Tomato ringspot virus :Nepovirus lycopersici:ssRNA(+)::GCF_000860465.1	-0.183205903480215	1.90717916188461
RNA virus	Powassan virus :Orthoflavivirus powassanense:ssRNA(+)::GCF_000860485.1	-0.643008090897173	-1.56489764206195
RNA virus	Pepper mottle virus :Pepper mottle virus:ssRNA(+)::GCF_000860525.1	-3.88652656902651	2.58665146666624
RNA virus	Sindbis virus :Sindbis virus:ssRNA(+)::GCF_000860545.1	0.31184959862737	-1.58872568467818
RNA virus	Potato virus M :Potato virus M:ssRNA(+)::GCF_000860585.1	-2.1311077144166	3.01839095143451
RNA virus	Beet yellows virus :Beet yellows virus:ssRNA(+)::GCF_000860605.1	0.77669334567803	2.0389327300112
RNA virus	Rice tungro spherical virus :Waikavirus oryzae:ssRNA(+)::GCF_000860625.1	-2.82597230481985	2.28168185915003
RNA virus	Brome streak mosaic virus :Brome streak mosaic virus:ssRNA(+)::GCF_000860645.1	-4.02980533700724	2.91307267990409
RNA virus	Sweet potato mild mottle virus :Sweet potato mild mottle virus:ssRNA(+)::GCF_000860665.1	-3.77449285703381	2.49369204496841
RNA virus	Ryegrass mosaic virus :Ryegrass mosaic virus:ssRNA(+)::GCF_000860685.1	-4.07696583951196	2.98367063831658
RNA virus	Tobacco vein mottling virus :Tobacco vein mottling virus:ssRNA(+)::GCF_000860705.1	-4.00923778489408	2.32549204418467
RNA virus	Peanut mottle virus :Peanut mottle virus:ssRNA(+)::GCF_000860725.1	-3.96938399536342	2.27764652676414
RNA virus	Southern bean mosaic virus :Southern bean mosaic virus:ssRNA(+)::GCF_000860745.1	0.880779892072682	1.48075190364931
RNA virus	Barley yellow mosaic virus :Barley yellow mosaic virus:ssRNA(+):Hordeum vulgare:GCF_000860765.1	1.18631734173889	1.11269662385519
RNA virus	Poinsettia mosaic virus :Poinsettia mosaic virus:ssRNA(+)::GCF_000860785.1	3.64857238657407	-0.135121667267006
RNA virus	Langat virus :Orthoflavivirus langatense:ssRNA(+)::GCF_000860805.1	-0.631541325062962	-1.57111395657697
RNA virus	Potato virus V :Potato virus V:ssRNA(+)::GCF_000860845.1	-3.75001689233447	2.43628534042883
RNA virus	Equine arteritis virus :Alphaarterivirus equid:ssRNA(+)::GCF_000860865.1	1.80937937480951	0.484829871459367
RNA virus	Cycas necrotic stunt virus :Nepovirus cycas:ssRNA(+)::GCF_000860925.1	-0.411772817475825	2.05306361178239
RNA virus	Ljungan virus :Parechovirus B:ssRNA(+)::GCF_000860945.1	-2.80210366553642	1.82166133865134
RNA virus	Papaya leaf distortion mosaic virus :Papaya leaf distortion mosaic virus:ssRNA(+)::GCF_000860965.1	-3.83522945691511	2.59060128902465
RNA virus	Satsuma dwarf virus :Sadwavirus citri:ssRNA(+)::GCF_000860985.1	-0.0322624134891371	1.96300592186219
DNA virus	Human parvovirus 4 G1 :Tetraparvovirus primate1:ssDNA(+/-):Homo sapiens:GCF_000861005.1	-3.55238916094608	-2.85801173646193
RNA virus	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	-0.735819341211102	-1.50872635664622
RNA virus	Hepatitis E virus :Hepatitis E virus:ssRNA(+)::GCF_000861105.1	2.76306037083189	0.258989782395478
RNA virus	Enterovirus C :Enterovirus C:ssRNA(+)::GCF_000861165.1	-1.95114350378759	-0.822353349174587
RNA virus	Cowpea severe mosaic virus :Comovirus severum:ssRNA(+)::GCF_000861225.1	-3.1559146328137	2.16125231882577
RNA virus	Bovine viral diarrhea virus 1 :Pestivirus bovis:ssRNA(+)::GCF_000861245.1	-5.97274202271185	1.39362107759012
RNA virus	Rabbit hemorrhagic disease virus :Rabbit hemorrhagic disease virus:ssRNA(+)::GCF_000861285.1	-0.122122996448313	-0.475100697602137
RNA virus	Enterovirus B :Enterovirus B:ssRNA(+)::GCF_000861325.1	-0.682368834429406	-0.68597195952351
RNA virus	Tobacco etch virus :Tobacco etch virus:ssRNA(+)::GCF_000861345.1	-3.82293321845574	2.35425669804953
RNA virus	Bean common mosaic necrosis virus :Bean common mosaic necrosis virus:ssRNA(+):Phaseolus vulgaris:GCF_000861385.1	-3.79181676062713	2.23847237127032
RNA virus	Maize chlorotic dwarf virus :Waikavirus zeae:ssRNA(+)::GCF_000861445.1	-3.55982780841894	0.0619165202759134
RNA virus	Johnsongrass mosaic virus :Johnsongrass mosaic virus:ssRNA(+)::GCF_000861465.1	-4.34511796747248	2.64094855405447
RNA virus	Clover yellow vein virus :Clover yellow vein virus:ssRNA(+)::GCF_000861485.1	-3.97530649678234	2.17878096621985
RNA virus	Sugarcane yellow leaf virus :Sugarcane yellow leaf virus:ssRNA(+):Saccharum:GCF_000861525.1	0.866989537236572	-0.102981651519955
RNA virus	Enterovirus H :Enterovirus H:ssRNA(+)::GCF_000861565.1	-3.6336807977439	2.36321903539865
RNA virus	Broad bean wilt virus 2 :Fabavirus betaviciae:ssRNA(+)::GCF_000861605.1	-2.85482761419946	2.19815578249323
RNA virus	Squash mosaic virus :Comovirus cucurbitae:ssRNA(+)::GCF_000861625.1	-1.23994060239128	2.411237097186
RNA virus	Zucchini yellow mosaic virus :Zucchini yellow mosaic virus:ssRNA(+):Luffa aegyptiaca:GCF_000861645.1	-3.79614299872458	2.76438290764546
RNA virus	Cowpea aphid-borne mosaic virus :Cowpea aphid-borne mosaic virus:ssRNA(+)::GCF_000861665.1	-3.94186733670986	2.17846102047427
RNA virus	Peru tomato mosaic virus :Peru tomato mosaic virus:ssRNA(+)::GCF_000861725.1	-3.63959956926659	2.40435999635631
RNA virus	Ovine enzootic nasal tumor virus :Ovine enzootic nasal tumor virus:ssRNA-RT:Ovis aries:GCF_000861745.1	-4.20210843963558	-2.71803704565321
DNA virus	Hepatitis B virus :Hepatitis B virus:dsDNA-RT::GCF_000861825.2	-0.31900710061177	0.151446527746614
RNA virus	Hepatitis C virus genotype 1 :Hepacivirus hominis:ssRNA(+)::GCF_000861845.1	2.41845366388087	-0.831381081478088
RNA virus	Human astrovirus :Human astrovirus:ssRNA(+)::GCF_000861865.1	-2.55557466628331	1.52047075310199
RNA virus	Aichi virus 1 :Aichivirus A:ssRNA(+):Homo sapiens:GCF_000861885.1	3.7748214124869	-0.0143660535543663
RNA virus	Enterovirus A :Enterovirus A:ssRNA(+)::GCF_000861905.1	-0.486091178357111	-0.533544876232377
DNA virus	Human papillomavirus type 6b :Alphapapillomavirus 10:dsDNA::GCF_000861945.1	-3.64856193161014	-3.37792185227272
DNA virus	Heron hepatitis B virus :Heron hepatitis B virus:dsDNA-RT::GCF_000861965.1	-1.16477105394378	0.437445433825762
RNA virus	GB virus C :Pegivirus hominis:ssRNA(+)::GCF_000862005.1	2.18483594894174	-0.371217919954266
RNA virus	Grapevine chrome mosaic virus :Nepovirus chromusivum:ssRNA(+)::GCF_000862025.1	-0.195336434246444	1.9980621195138
RNA virus	Papaya ringspot virus :Papaya ringspot virus:ssRNA(+)::GCF_000862045.1	-3.53624296673738	2.43379709376668
RNA virus	Turnip yellow mosaic virus :Tymovirus brassicae:ssRNA(+)::GCF_000862065.1	3.40510341345072	-0.231934512410256
RNA virus	Plum pox virus :Plum pox virus:ssRNA(+)::GCF_000862085.1	-4.06686066656129	2.87273046027928
RNA virus	Venezuelan equine encephalitis virus :Venezuelan equine encephalitis virus:ssRNA(+)::GCF_000862105.1	0.25285048853859	-1.55435988252813
RNA virus	dengue virus type 1 :Orthoflavivirus denguei:ssRNA(+)::GCF_000862125.1	-2.33267171022932	-1.01166647563124
RNA virus	Ross River virus :Ross River virus:ssRNA(+)::GCF_000862165.1	0.241911601313547	-1.57370170619076
DNA virus	Tomato yellow leaf curl China virus :Tomato yellow leaf curl China virus:ssDNA(+/-):Solanum lycopersicum:GCF_000862185.1	0.983960490878796	4.95099197758865
RNA virus	Citrus tristeza virus :Citrus tristeza virus:ssRNA(+)::GCF_000862265.1	0.424198005886119	2.29751540081013
RNA virus	Barley mild mosaic virus :Barley mild mosaic virus:ssRNA(+):Hordeum vulgare:GCF_000862285.1	1.87564107974742	0.772107164937123
RNA virus	Little cherry virus 1 :Little cherry virus 1:ssRNA(+)::GCF_000862325.1	-4.29753276610951	-2.63771619394945
RNA virus	Murine hepatitis virus :Murine coronavirus:ssRNA(+)::GCF_000862345.1	-1.24566584086797	2.34651912734284
RNA virus	Wheat streak mosaic virus :Wheat streak mosaic virus:ssRNA(+)::GCF_000862365.1	-4.0340888297117	2.86994700004611
RNA virus	GB virus-B :Hepacivirus platyrrhini:ssRNA(+)::GCF_000862405.1	0.793270729607213	1.35693459243283
RNA virus	Soybean mosaic virus :Soybean mosaic virus:ssRNA(+)::GCF_000862465.1	-3.8147716741317	2.17599130170872
RNA virus	Maize rayado fino virus :Marafivirus maydis:ssRNA(+)::GCF_000862485.2	3.83962367909735	0.0780277079919939
RNA virus	Bovine coronavirus :Betacoronavirus 1:ssRNA(+)::GCF_000862505.1	-1.56736934775324	2.16927581236853
RNA virus	Sleeping disease virus :Salmon pancreas disease virus:ssRNA(+):Oncorhynchus mykiss:GCF_000862545.1	2.47391052051625	-1.59338612388685
RNA virus	Subterranean clover mottle virus :Subterranean clover mottle virus:ssRNA(+):Trifolium subterraneum:GCF_000862585.1	-0.763551963870898	-0.234434625516936
RNA virus	Onion yellow dwarf virus :Onion yellow dwarf virus:ssRNA(+):Allium sativum:GCF_000862605.1	-3.55929965520473	2.83330758600717
DNA virus	Banana streak GF virus :Badnavirus alphavirgamusae:dsDNA-RT:Musa ABB Group:GCF_000862625.1	-3.01332200811382	-0.781400733376151
DNA virus	Human papillomavirus type 90 :Alphapapillomavirus 14:dsDNA::GCF_000862685.1	-1.55805094586358	-2.79589695012957
RNA virus	Eastern equine encephalitis virus :Eastern equine encephalitis virus:ssRNA(+)::GCF_000862705.1	0.264812228098287	-1.45161337796237
RNA virus	Porcine reproductive and respiratory syndrome virus :Betaarterivirus suid 2:ssRNA(+)::GCF_000862745.1	1.9089578409115	0.446356188212164
DNA virus	Alphapapillomavirus 3 :Alphapapillomavirus 3:dsDNA::GCF_000862805.1	-1.64869599965099	-2.76417373841249
RNA virus	Border disease virus :Pestivirus ovis:ssRNA(+)::GCF_000862865.1	-5.94528050523617	1.3669727852906
RNA virus	Potato virus Y :Potato virus Y:ssRNA(+)::GCF_000862905.1	-3.7785535499098	2.4958585045566
RNA virus	Bean pod mottle virus :Comovirus siliquae:ssRNA(+)::GCF_000862925.1	-2.46083411467338	2.09910750106307
RNA virus	Encephalomyocarditis virus :Cardiovirus A:ssRNA(+)::GCF_000862985.1	-0.405481264897009	-0.623555755788596
RNA virus	Onyong-nyong virus :Onyong-nyong virus:ssRNA(+)::GCF_000863005.1	-0.252774302381922	-1.53412728853983
RNA virus	Rubella virus :Rubivirus rubellae:ssRNA(+)::GCF_000863025.1	3.21390454146886	-2.69245629044841
RNA virus	Orthohantavirus dobravaense :Orthohantavirus dobravaense:ssRNA(-):Apodemus flavicollis:GCF_000863045.1	-7.12106710615236	-1.29946695407878
RNA virus	Rice yellow mottle virus :Rice yellow mottle virus:ssRNA(+)::GCF_000863085.1	2.03624975881575	-0.085886619701022
RNA virus	Southern cowpea mosaic virus :Southern cowpea mosaic virus:ssRNA(+)::GCF_000863105.1	1.3183870621502	0.593662801539868
RNA virus	Bean yellow mosaic virus :Bean yellow mosaic virus:ssRNA(+)::GCF_000863145.1	-3.84002251043462	2.24888565816895
RNA virus	Louping ill virus :Orthoflavivirus loupingi:ssRNA(+)::GCF_000863165.1	-0.570987836671498	-1.55810537970334
RNA virus	Sweet potato feathery mottle virus :Sweet potato feathery mottle virus:ssRNA(+)::GCF_000863185.1	-3.50843944548471	2.16875025896053
RNA virus	Enterovirus E :Enterovirus E:ssRNA(+)::GCF_000863205.1	0.218740235879999	-0.372458428817623
RNA virus	Maize dwarf mosaic virus :Maize dwarf mosaic virus:ssRNA(+)::GCF_000863225.1	-4.2776308852767	2.69141118664247
RNA virus	Mayaro virus :Mayaro virus:ssRNA(+)::GCF_000863385.1	0.281842224462725	-1.51369152317639
RNA virus	Porcine enterovirus 9 :Enterovirus G:ssRNA(+)::GCF_000863405.1	-4.07690570990005	1.02430598691596
RNA virus	Wild potato mosaic virus :Wild potato mosaic virus:ssRNA(+)::GCF_000863445.1	-3.82293309000079	2.34676382234626
RNA virus	Turnip mosaic virus :Turnip mosaic virus:ssRNA(+)::GCF_000863465.1	-4.13663449336515	3.01587185021228
RNA virus	Human orthorubulavirus 2 :Orthorubulavirus laryngotracheitidis:ssRNA(-)::GCF_000863525.1	-3.206054582261	0.0717716120525621
RNA virus	Murray Valley encephalitis virus :Orthoflavivirus murrayense:ssRNA(+)::GCF_000863565.1	-0.920108274992995	-1.36862769458025
RNA virus	Human T-cell leukemia virus type I :Primate T-lymphotropic virus 1:ssRNA-RT::GCF_000863585.1	2.92444359561577	-0.475844588736316
RNA virus	Henipavirus nipahense :Henipavirus nipahense:ssRNA(-)::GCF_000863625.1	-3.65944952139266	-0.186900055817056
RNA virus	Pennisetum mosaic virus :Pennisetum mosaic virus:ssRNA(+)::GCF_000863645.1	-4.33136863968378	2.65525341743702
DNA virus	Xipapillomavirus 1 :Xipapillomavirus 1:dsDNA::GCF_000863665.1	-2.31471683934069	-2.71464940254408
DNA virus	Human papillomavirus 9 :Betapapillomavirus 2:dsDNA::GCF_000863685.1	-3.93285180059689	-3.22873114110708
DNA virus	Canine minute virus :Bocaparvovirus carnivoran1:ssDNA(+/-)::GCF_000863725.1	-3.92367752033387	-1.12418799057092
RNA virus	Fiji disease virus :Fiji disease virus:dsRNA::GCF_000863765.1	-4.54688036658229	-2.90724742100366
RNA virus	Peanut stunt virus :Peanut stunt virus:ssRNA(+):Vigna unguiculata:GCF_000863785.1	0.0657100585376807	2.21873039499625
DNA virus	Murine polyomavirus strain BG :Alphapolyomavirus muris:dsDNA:Mus musculus:GCF_000863865.1	-2.4585191303857	-0.95047739774635
RNA virus	Simian immunodeficiency virus :Simian immunodeficiency virus:ssRNA-RT:Chlorocebus aethiops:GCF_000863925.1	-3.74799303503442	-1.01363732823775
DNA virus	Human papillomavirus type 16 :Alphapapillomavirus 9:dsDNA::GCF_000863945.3	-3.93395529325361	-3.38460031322773
DNA virus	Human papillomavirus type 34 :Alphapapillomavirus 11:dsDNA::GCF_000863965.1	-3.86684550706512	-3.41470720637691
DNA virus	Deltapapillomavirus 4 :Deltapapillomavirus 4:dsDNA::GCF_000863985.1	-2.06180491594024	-2.6743329884795
RNA virus	Norovirus GI :Norwalk virus:ssRNA(+)::GCF_000864005.1	-0.286737447361037	-0.105378722868567
DNA virus	Duck circovirus :Circovirus duck:ssDNA(+/-):Anas platyrhynchos:GCF_000864045.1	1.66534608196024	-0.846850004130436
RNA virus	Tomato chlorosis virus :Tomato chlorosis virus:ssRNA(+):Solanum lycopersicum:GCF_000864085.1	-1.2490693347293	3.40894939459427
RNA virus	Grapevine leafroll-associated virus 2 :Grapevine leafroll-associated virus 2:ssRNA(+)::GCF_000864185.1	0.686562441182447	2.078160538651
RNA virus	Rotavirus C :Rotavirus C:dsRNA::GCF_000864225.1	-5.62218347588589	-2.53395517892352
DNA virus	Bos taurus papillomavirus 7 :Dyoxipapillomavirus 1:dsDNA::GCF_000864305.1	-2.0641380413554	-2.70722672588894
RNA virus	Yunnan orbivirus :Yunnan orbivirus:dsRNA::GCF_000864365.1	-3.07603456677576	2.99749169435198
RNA virus	Atlantic salmon swim bladder sarcoma virus :Atlantic salmon swim bladder sarcoma virus:ssRNA-RT:Salmo salar:GCF_000864385.1	-1.84908998609494	-0.688154320016772
DNA virus	Tomato leaf curl Joydebpur virus :Tomato leaf curl Joydebpur virus:ssDNA(+/-):Solanum lycopersicum:GCF_000864425.1	0.939279742835579	4.98207563665429
RNA virus	PreXMRV-1 :Murine leukemia-related retroviruses:ssRNA-RT:Mus musculus:GCF_000864565.1	0.902166395081859	-0.869087009802764
RNA virus	Classical swine fever virus :Pestivirus suis:ssRNA(+)::GCF_000864685.1	-5.97226829986179	1.39657749718136
DNA virus	Sweet potato leaf curl virus :Sweet potato leaf curl virus:ssDNA(+/-)::GCF_000864705.1	-0.0202409040639296	5.0532632135028
DNA virus	Human papillomavirus type 54 :Alphapapillomavirus 13:dsDNA::GCF_000864725.1	-3.62617061522567	-3.37503444870144
RNA virus	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1	0.000698167641664194	2.33497942227872
RNA virus	Human immunodeficiency virus 1 :Human immunodeficiency virus 1:ssRNA-RT:Homo sapiens:GCF_000864765.1	-5.25232502151249	-1.32564634059434
DNA virus	Chicken anemia virus :Gyrovirus chickenanemia:ssDNA(-)::GCF_000864805.1	1.9504463963279	-0.98222950423006
DNA virus	Human papillomavirus 4 :Gammapapillomavirus 1:dsDNA::GCF_000864845.1	-4.43909051141971	-3.22108525105415
RNA virus	SARS coronavirus Tor2 :Severe acute respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_000864885.1	-1.45837750707087	1.88711112345062
DNA virus	Human papillomavirus type 32 :Alphapapillomavirus 1:dsDNA::GCF_000864925.1	-3.6914069830127	-3.38341820750598
DNA virus	Alphapapillomavirus 4 :Alphapapillomavirus 4:dsDNA::GCF_000864945.1	-1.1944841847373	-2.61439108569254
RNA virus	Artichoke mottled crinkle virus :Tombusvirus cynarae:ssRNA(+)::GCF_000864965.1	-0.565258896442319	3.47886466483137
RNA virus	dengue virus type 4 :Orthoflavivirus denguei:ssRNA(+)::GCF_000865065.1	-2.23075141856101	-1.02879812242373
RNA virus	Breda virus :Bovine torovirus:ssRNA(+)::GCF_000865145.1	-1.92364266578516	2.04874097958107
DNA virus	Papiine alphaherpesvirus 2 :Simplexvirus papiinealpha2:dsDNA:Papio cynocephalus:GCF_000865345.1	3.72369509294196	-3.13590913458303
RNA virus	Maize necrotic streak virus :Zeavirus zeae:ssRNA(+):Zea mays:GCF_000865385.1	2.03752357935303	1.42252624825375
DNA virus	Tomato yellow spot virus :Tomato yellow spot virus:ssDNA(+/-)::GCF_000865405.1	1.49975211089826	3.97002411798562
RNA virus	Tobacco streak virus :Tobacco streak virus:ssRNA(+)::GCF_000865505.1	0.484165562454257	3.42471543745603
DNA virus	Wheat dwarf virus :Wheat dwarf virus:ssDNA(+/-):Triticum aestivum:GCF_000865525.1	2.00856828518366	1.17767354469757
RNA virus	Cymbidium mosaic virus :Cymbidium mosaic virus:ssRNA(+)::GCF_000865585.1	2.23792580747808	0.575872352130627
DNA virus	human papillomavirus 18 :Alphapapillomavirus 7:dsDNA::GCF_000865665.1	-3.68586586469893	-3.38215233065117
DNA virus	Human papillomavirus type 53 :Alphapapillomavirus 6:dsDNA::GCF_000865685.1	-3.6172233847403	-3.37093101029668
RNA virus	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000865725.1	-2.43386295531893	-0.889792580488961
DNA virus	Ludwigia yellow vein virus :Ludwigia yellow vein virus:ssDNA(+/-):Ludwigia hyssopifolia:GCF_000865765.1	1.6976584836417	4.71381039238593
DNA virus	Squash leaf curl China virus :Squash leaf curl China virus:ssDNA(+/-)::GCF_000865805.1	0.643064589441199	3.32016733376594
RNA virus	Oryza rufipogon alphaendornavirus :Oryza rufipogon alphaendornavirus:dsRNA:Oryza rufipogon:GCF_000866065.1	-5.72321167650818	-1.50639033882558
DNA virus	Equus caballus papillomavirus 1 :Zetapapillomavirus 1:dsDNA:Equus ferus:GCF_000866385.1	-0.905210798193567	-2.62799187046315
RNA virus	Peste des petits ruminants virus :Morbillivirus caprinae:ssRNA(-):Ovis aries:GCF_000866445.1	-1.44352681225002	-0.508103830828366
RNA virus	Potato virus X :Potato virus X:ssRNA(+)::GCF_000866465.1	-1.03593164846769	-0.592032544203883
DNA virus	Human papillomavirus type 26 :Alphapapillomavirus 5:dsDNA::GCF_000866485.1	-3.7716381847091	-3.39132130158943
DNA virus	Human papillomavirus 5 :Betapapillomavirus 1:dsDNA::GCF_000866505.1	-3.54418983659789	-3.09409596599825
RNA virus	Wisteria vein mosaic virus :Wisteria vein mosaic virus:ssRNA(+):Wisteria:GCF_000866545.1	-3.81173082355666	2.17414420100153
RNA virus	Potato virus S :Potato virus S:ssRNA(+):Solanum tuberosum:GCF_000866605.1	-2.12750841860944	3.0267898324404
RNA virus	dengue virus type 3 :Orthoflavivirus denguei:ssRNA(+)::GCF_000866625.1	-2.29373377034151	-0.990748257727864
RNA virus	Influenza A virus (A/Korea/426/1968(H2N2)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000866645.1	-2.52460865749282	-0.826860256500016
RNA virus	Saint Louis encephalitis virus :Orthoflavivirus louisense:ssRNA(+)::GCF_000866785.1	-0.831278313728513	-1.45418434747915
DNA virus	Sida leaf curl virus :Sida leaf curl virus:ssDNA(+/-)::GCF_000866845.1	1.78095545779399	5.16649757578653
DNA virus	Ovine gammaherpesvirus 2 :Macavirus ovinegamma2:dsDNA:Ovis aries:GCF_000866865.1	2.99092978525408	-1.95654663903529
RNA virus	Oryza sativa alphaendornavirus :Oryza sativa alphaendornavirus:dsRNA:Oryza sativa:GCF_000866885.1	-5.75464006196327	-1.58961927648614
RNA virus	Peruvian horse sickness virus :Peruvian horse sickness virus:dsRNA::GCF_000867005.1	-5.64310282762017	-2.49549139166206
RNA virus	Newbury agent 1 :Newbury 1 virus:ssRNA(+):Bos taurus:GCF_000867125.1	2.5337460673053	-0.134600449358562
DNA virus	Merremia mosaic virus :Merremia mosaic virus:ssDNA(+/-)::GCF_000867165.1	0.94729705724999	3.81595507920665
DNA virus	Banana streak virus Acuminata Yunnan :Banana streak virus:dsDNA-RT:Musa:GCF_000867185.1	-2.75501014861741	-0.952824327207459
DNA virus	Sida mosaic Sinaloa virus :Sida mosaic Sinaloa virus:ssDNA(+/-)::GCF_000867305.1	1.83169117953415	4.20780711328716
DNA virus	Tursiops truncatus papillomavirus 2 :Upsilonpapillomavirus 2:dsDNA:Tursiops truncatus:GCF_000867365.1	-1.8321533704808	-2.80270747017374
DNA virus	Pepper yellow leaf curl Indonesia virus :Pepper yellow leaf curl Indonesia virus:ssDNA(+/-)::GCF_000867505.1	0.895302674094941	4.38462060326373
RNA virus	Passiflora latent virus :Passiflora latent virus:ssRNA(+)::GCF_000867525.1	-2.07731091810014	3.05874816503721
RNA virus	Melon yellow spot virus :Orthotospovirus meloflavi:ssRNA(+/-)::GCF_000867545.1	-5.14941521999885	-0.447762270967668
RNA virus	Hibiscus latent Singapore virus :Hibiscus latent Singapore virus:ssRNA(+):Hibiscus:GCF_000867565.1	-1.09630179995219	3.67852188890353
DNA virus	Okra yellow crinkle virus :Okra yellow crinkle virus:ssDNA(+/-)::GCF_000867665.1	0.835435216668053	5.00437787418505
DNA virus	Corchorus yellow spot virus :Corchorus yellow spot virus:ssDNA(+/-):Corchorus siliquosus:GCF_000867685.1	2.06845939549005	4.12932820279221
RNA virus	Rabbit vesivirus :Rabbit vesivirus:ssRNA(+):Oryctolagus cuniculus:GCF_000867805.1	0.627652094262215	-0.106731547276986
RNA virus	Rousettus bat coronavirus HKU9 :Rousettus bat coronavirus HKU9:ssRNA(+):Chiroptera:GCF_000868045.1	-1.48256070344625	2.1743545293101
DNA virus	Capra hircus papillomavirus 1 :Phipapillomavirus 1:dsDNA::GCF_000868145.1	-1.88503894041809	-2.69719594268815
RNA virus	Citrus leprosis virus C :Cilevirus leprosis:ssRNA(+):Citrus sinensis:GCF_000868185.1	-0.909550107822922	2.60227279092787
DNA virus	human papillomavirus 103 :Gammapapillomavirus 6:dsDNA::GCF_000868225.1	-3.69616859408818	-3.31020535092631
RNA virus	Chickpea chlorotic stunt virus :Chickpea chlorotic stunt virus:ssRNA(+):Vicia faba:GCF_000868345.1	0.529698611716243	0.0824356053250482
DNA virus	Pedilanthus leaf curl virus :Pedilanthus leaf curl virus:ssDNA(+/-):Solanum lycopersicum:GCF_000868385.1	0.990562691409615	5.27774511229505
RNA virus	Norovirus GV :Norwalk virus:ssRNA(+)::GCF_000868425.1	2.76972440780223	0.00111984463061798
DNA virus	Tomato leaf curl Guangxi virus :Tomato leaf curl Guangxi virus:ssDNA(+/-):Solanum lycopersicum:GCF_000868445.1	1.00147991338892	4.96905459932417
DNA virus	Tomato yellow leaf curl Guangdong virus :Tomato yellow leaf curl Guangdong virus:ssDNA(+/-):Solanum lycopersicum:GCF_000868505.1	0.948895534315413	4.90350864514433
DNA virus	Tomato leaf curl Pune virus :Tomato leaf curl Pune virus:ssDNA(+/-)::GCF_000868585.1	0.866522440166916	5.11399137102604
RNA virus	Nootka lupine vein clearing virus :Alphacarmovirus lupini:ssRNA(+):Lupinus nootkatensis:GCF_000868865.1	1.02982631671031	0.538112036744247
DNA virus	Tomato leaf curl Arusha virus :Tomato leaf curl Arusha virus:ssDNA(+/-):Solanum lycopersicum:GCF_000868885.1	0.937980407256451	5.26543275519437
RNA virus	Cucumber leaf spot virus :Aureusvirus cucumis:ssRNA(+)::GCF_000868905.1	0.44864475645927	3.89971535187619
RNA virus	Beilong virus :Jeilongvirus beilongi:ssRNA(-)::GCF_000868925.1	-2.36990018936324	-0.241389372487716
DNA virus	Nile crocodilepox virus :Nile crocodilepox virus:dsDNA:Crocodylus niloticus:GCF_000869065.1	3.63354146700552	-3.03343393196949
RNA virus	Redspotted grouper nervous necrosis virus :Redspotted grouper nervous necrosis virus:ssRNA(+)::GCF_000869085.1	2.23475602020783	0.396345308875978
DNA virus	Tomato yellow leaf curl Indonesia virus-[Lembang] :Tomato yellow leaf curl Indonesia virus:ssDNA(+/-):Solanum lycopersicum:GCF_000869285.1	0.918772821191175	4.65979514790136
DNA virus	Canis familiaris papillomavirus 3 :Chipapillomavirus 1:dsDNA:Canis lupus familiaris:GCF_000869325.1	-1.00200018054253	-2.61870045607974
DNA virus	Tomato leaf curl Guangdong virus :Tomato leaf curl Guangdong virus:ssDNA(+/-):Solanum lycopersicum:GCF_000869445.1	1.08336903516726	4.99045265857331
DNA virus	Desmodium leaf distortion virus :Desmodium leaf distortion virus:ssDNA(+/-):Desmodium glabrum:GCF_000869465.1	1.96543216597322	4.06912175738564
RNA virus	Mal de Rio Cuarto virus :Mal de Rio Cuarto virus:dsRNA::GCF_000869705.1	-4.49521835059506	-2.81073982630489
RNA virus	Prune dwarf virus :Prune dwarf virus:ssRNA(+)::GCF_000869765.1	-1.25426986103778	3.2936001399477
DNA virus	Human papillomavirus type 101 :Gammapapillomavirus 6:dsDNA::GCF_000869845.1	-3.57483914693931	-3.33576723378652
RNA virus	Duck hepatitis A virus 1 :Avihepatovirus A:ssRNA(+)::GCF_000869945.1	-2.73785343371735	1.81518261174939
