Abaca bunchy top virus:Abaca bunchy top virus	Musa	Abaca bunchy top virus :Abaca bunchy top virus:ssDNA(+):Musa sp.:GCF_000872625.1
Aucuba ringspot virus:Badnavirus maculaucubae	Aucuba	Aucuba ringspot virus :Badnavirus maculaucubae:dsDNA-RT:Aucuba japonica:GCF_023120485.1
Aura virus:Aura virus	Homo	Aura virus :Aura virus:ssRNA(+)::GCF_000852325.1
Auricularia heimuer fusarivirus 1:Alphafusarivirus auriculariae	Auricularia	Auricularia heimuer fusarivirus 1 :Alphafusarivirus auriculariae:ssRNA:Auricularia heimuer:GCF_023148155.1
Auricularia heimuer negative-stranded RNA virus 1:Auricularimonavirus auriculariae	Auricularia	Auricularia heimuer negative-stranded RNA virus 1 :Auricularimonavirus auriculariae:ssRNA(-):Auricularia heimuer:GCF_018591255.1
Australian Anopheles totivirus:Australian Anopheles totivirus	Aedes	Australian Anopheles totivirus :Australian Anopheles totivirus:dsRNA:Anopheles hinesorum:GCF_002354925.1
Australian Anopheles totivirus:Australian Anopheles totivirus	Anopheles	Australian Anopheles totivirus :Australian Anopheles totivirus:dsRNA:Anopheles hinesorum:GCF_002354925.1
Australian Anopheles totivirus:Australian Anopheles totivirus	Arthropoda	Australian Anopheles totivirus :Australian Anopheles totivirus:dsRNA:Anopheles hinesorum:GCF_002354925.1
Autographa californica nucleopolyhedrovirus:Alphabaculovirus aucalifornicae	Autographa	Autographa californica nucleopolyhedrovirus :Alphabaculovirus aucalifornicae:dsDNA::GCF_000838485.1
Autographa californica nucleopolyhedrovirus:Alphabaculovirus aucalifornicae	Lepidoptera	Autographa californica nucleopolyhedrovirus :Alphabaculovirus aucalifornicae:dsDNA::GCF_000838485.1
Autographa californica nucleopolyhedrovirus:Alphabaculovirus aucalifornicae	Spodoptera	Autographa californica nucleopolyhedrovirus :Alphabaculovirus aucalifornicae:dsDNA::GCF_000838485.1
Avalon virus:Orthonairovirus avalonense	Ixodes	Avalon virus :Orthonairovirus avalonense:ssRNA(-):Ixodes uriae:GCF_004128015.1
Avian adeno-associated virus:Dependoparvovirus avian1	Gallus	Avian adeno-associated virus :Dependoparvovirus avian1:ssDNA(+/-):Neognathae:GCF_029884995.1
Avian adeno-associated virus:Dependoparvovirus avian1	Neognathae	Avian adeno-associated virus :Dependoparvovirus avian1:ssDNA(+/-):Neognathae:GCF_029884995.1
Avian associated porprismacovirus:Porprismacovirus avias1	Neognathae	Avian associated porprismacovirus :Porprismacovirus avias1:ssDNA:Neognathae:GCF_018587855.1
Avian chapparvovirus:Avian chapparvovirus	Neognathae	Avian chapparvovirus :Avian chapparvovirus:ssDNA(+/-):Neognathae:GCF_029884985.1
Avian endogenous retrovirus EAV-HP:Avian endogenous retrovirus EAV-HP	Gallus	Avian endogenous retrovirus EAV-HP :Avian endogenous retrovirus EAV-HP:ssRNA-RT:Gallus gallus:GCF_000859965.1
Avian gyrovirus 2:Gyrovirus galga1	Canis	Avian gyrovirus 2 :Gyrovirus galga1:ssDNA(-):Gallus gallus:GCF_000891935.1
Avian gyrovirus 2:Gyrovirus galga1	Felis	Avian gyrovirus 2 :Gyrovirus galga1:ssDNA(-):Gallus gallus:GCF_000891935.1
Avian gyrovirus 2:Gyrovirus galga1	Gallus	Avian gyrovirus 2 :Gyrovirus galga1:ssDNA(-):Gallus gallus:GCF_000891935.1
Avian gyrovirus 2:Gyrovirus galga1	Homo	Avian gyrovirus 2 :Gyrovirus galga1:ssDNA(-):Gallus gallus:GCF_000891935.1
Avian gyrovirus 2:Gyrovirus galga1	Mustela	Avian gyrovirus 2 :Gyrovirus galga1:ssDNA(-):Gallus gallus:GCF_000891935.1
Avian gyrovirus 2:Gyrovirus galga1	Neognathae	Avian gyrovirus 2 :Gyrovirus galga1:ssDNA(-):Gallus gallus:GCF_000891935.1
Avian gyrovirus 2:Gyrovirus galga1	Serpentes	Avian gyrovirus 2 :Gyrovirus galga1:ssDNA(-):Gallus gallus:GCF_000891935.1
Avian HDV-like agent:Avian HDV-like agent	Anas	Avian HDV-like agent :Avian HDV-like agent:ssRNA(-):Anas:GCF_004134625.1
Avian hepatitis E virus:Avihepevirus magniiecur	Anatidae	Avian hepatitis E virus :Avihepevirus magniiecur:ssRNA(+)::GCF_000915995.1
Avian hepatitis E virus:Avihepevirus magniiecur	Buteo	Avian hepatitis E virus :Avihepevirus magniiecur:ssRNA(+)::GCF_000915995.1
Avian hepatitis E virus:Avihepevirus magniiecur	Columbidae	Avian hepatitis E virus :Avihepevirus magniiecur:ssRNA(+)::GCF_000915995.1
Avian hepatitis E virus:Avihepevirus magniiecur	Gallus	Avian hepatitis E virus :Avihepevirus magniiecur:ssRNA(+)::GCF_000915995.1
Avian hepatitis E virus:Avihepevirus magniiecur	Gyps	Avian hepatitis E virus :Avihepevirus magniiecur:ssRNA(+)::GCF_000915995.1
Avian hepatitis E virus:Avihepevirus magniiecur	Oryctolagus	Avian hepatitis E virus :Avihepevirus magniiecur:ssRNA(+)::GCF_000915995.1
Avian hepatitis E virus:Avihepevirus magniiecur	Strigidae	Avian hepatitis E virus :Avihepevirus magniiecur:ssRNA(+)::GCF_000915995.1
Avian hepatitis E virus:Avihepevirus magniiecur	Turdidae	Avian hepatitis E virus :Avihepevirus magniiecur:ssRNA(+)::GCF_000915995.1
Avian leukemia virus:Avian leukosis virus	Gallus	Avian leukemia virus :Avian leukosis virus:ssRNA-RT:Gallus gallus:GCF_000891575.1
Avian-like circovirus:Circovirus yaa	Ixodes	Avian-like circovirus :Circovirus yaa:ssDNA(+/-):Ixodes scapularis:GCF_001651125.1
Avian metaavulavirus 11:Metaavulavirus galliense	Gallinago	Avian metaavulavirus 11 :Metaavulavirus galliense:ssRNA(-):Gallinago gallinago:GCF_000924755.1
Avian metaavulavirus 20:Metaavulavirus kazakhstanense	Chroicocephalus	Avian metaavulavirus 20 :Metaavulavirus kazakhstanense:ssRNA(-):Laridae:GCF_004130815.1
Avian metaavulavirus 20:Metaavulavirus kazakhstanense	Ichthyaetus	Avian metaavulavirus 20 :Metaavulavirus kazakhstanense:ssRNA(-):Laridae:GCF_004130815.1
Avian metaavulavirus 20:Metaavulavirus kazakhstanense	Laridae	Avian metaavulavirus 20 :Metaavulavirus kazakhstanense:ssRNA(-):Laridae:GCF_004130815.1
Avian metaavulavirus 21:Avian metaavulavirus 21	Columbidae	Avian metaavulavirus 21 :Avian metaavulavirus 21:ssRNA(-):Columbidae:GCF_018586885.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Accipitridae	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Anthus	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Arenaria	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Aves	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Columbidae	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Crithagra	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Emberiza	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Fringillidae	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Gallus	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Lonchura	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Mareca	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Meleagris	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Passeriformes	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Phasianinae	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Procarduelis	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Psittacidae	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 2:Metaavulavirus yucaipaense	Turdus	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
Avian metaavulavirus 5:Metaavulavirus kunitachiense	Melopsittacus	Avian metaavulavirus 5 :Metaavulavirus kunitachiense:ssRNA(-):Melopsittacus undulatus:GCF_000924655.1
Avian metaavulavirus 6:Metaavulavirus hongkongense	Anas	Avian metaavulavirus 6 :Metaavulavirus hongkongense:ssRNA(-):Anser:GCF_002815195.1
Avian metaavulavirus 6:Metaavulavirus hongkongense	Anatidae	Avian metaavulavirus 6 :Metaavulavirus hongkongense:ssRNA(-):Anser:GCF_002815195.1
Avian metaavulavirus 6:Metaavulavirus hongkongense	Anser	Avian metaavulavirus 6 :Metaavulavirus hongkongense:ssRNA(-):Anser:GCF_002815195.1
Avian metaavulavirus 6:Metaavulavirus hongkongense	Aves	Avian metaavulavirus 6 :Metaavulavirus hongkongense:ssRNA(-):Anser:GCF_002815195.1
Avian metaavulavirus 6:Metaavulavirus hongkongense	Calidris	Avian metaavulavirus 6 :Metaavulavirus hongkongense:ssRNA(-):Anser:GCF_002815195.1
Avian metaavulavirus 6:Metaavulavirus hongkongense	Gallus	Avian metaavulavirus 6 :Metaavulavirus hongkongense:ssRNA(-):Anser:GCF_002815195.1
Avian metaavulavirus 6:Metaavulavirus hongkongense	Netta	Avian metaavulavirus 6 :Metaavulavirus hongkongense:ssRNA(-):Anser:GCF_002815195.1
Avian metaavulavirus 6:Metaavulavirus hongkongense	Spatula	Avian metaavulavirus 6 :Metaavulavirus hongkongense:ssRNA(-):Anser:GCF_002815195.1
Avian metaavulavirus 7:Metaavulavirus tennessense	Columbidae	Avian metaavulavirus 7 :Metaavulavirus tennessense:ssRNA(-):Columbidae:GCF_000926535.1
Avian metaavulavirus 8:Metaavulavirus delawarense	Anas	Avian metaavulavirus 8 :Metaavulavirus delawarense:ssRNA(-):Branta canadensis:GCF_002815215.1
Avian metaavulavirus 8:Metaavulavirus delawarense	Anatidae	Avian metaavulavirus 8 :Metaavulavirus delawarense:ssRNA(-):Branta canadensis:GCF_002815215.1
Avian metaavulavirus 8:Metaavulavirus delawarense	Anser	Avian metaavulavirus 8 :Metaavulavirus delawarense:ssRNA(-):Branta canadensis:GCF_002815215.1
Avian metaavulavirus 8:Metaavulavirus delawarense	Aves	Avian metaavulavirus 8 :Metaavulavirus delawarense:ssRNA(-):Branta canadensis:GCF_002815215.1
Avian metaavulavirus 8:Metaavulavirus delawarense	Branta	Avian metaavulavirus 8 :Metaavulavirus delawarense:ssRNA(-):Branta canadensis:GCF_002815215.1
Avian metaavulavirus 8:Metaavulavirus delawarense	Calidris	Avian metaavulavirus 8 :Metaavulavirus delawarense:ssRNA(-):Branta canadensis:GCF_002815215.1
Avian metapneumovirus:Metapneumovirus avis	Anas	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Anatidae	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Anser	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Branta	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Cairina	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Columba	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Coturnix	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Dendrocygna	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Fulica	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Gallus	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Mareca	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Meleagris	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Myiopsitta	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Neochen	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Numida	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Numididae	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Passeridae	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Penelope	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Phasianinae	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Pseudopodoces	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Psittacara	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian metapneumovirus:Metapneumovirus avis	Tadorna	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
Avian orthoavulavirus 12:Orthoavulavirus italiense	Mareca	Avian orthoavulavirus 12 :Orthoavulavirus italiense:ssRNA(-):Mareca:GCF_000927075.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Accipiter	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Accipiter	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Accipitridae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Accipitridae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Acridotheres	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Acridotheres	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Acrocephalus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Acrocephalus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Agapornis	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Agapornis	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Aix	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Aix	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Amaurornis	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Amaurornis	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Amazona	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Amazona	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Anas	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Anas	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Anatidae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Anatidae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Anhinga	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Anhinga	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Anodorhynchus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Anodorhynchus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Anser	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Anser	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Anseriformes	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Anseriformes	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Aquila	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Aquila	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Ara	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Ara	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Ardea	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Ardea	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Ardeidae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Ardeidae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Arenaria	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Arenaria	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Asio	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Asio	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Athene	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Athene	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Aves	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Aves	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Aythya	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Aythya	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Bos	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Bos	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Botaurus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Botaurus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Branta	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Branta	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Bubo	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Bubo	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Bubulcus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Bubulcus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Bucephala	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Bucephala	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Buteo	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Buteo	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Cacatua	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Cacatua	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Cacatuidae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Cacatuidae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Cairina	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Cairina	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Calidris	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Calidris	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Camelus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Camelus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Charadriiformes	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Charadriiformes	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Chiroptera	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
Avian orthoavulavirus 1:Orthoavulavirus javaense	Chiroptera	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
